Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst I,$87K - $142K (Glassdoor est.),"Overview


Western National is seeking an experienced Data Analyst to join our growing organization. This position will work closely with multiple business units throughout the organization helping to support data extraction and analytics needs.

The ideal candidate will have 3+ years of Data Analysis experience preferably within the insurance industry. This role will use SQL to extract data but will also have a strong focus on analyzing data to help come up with business solutions. While combining technical and business aspects, the person in this role will frequently communicate and explain data analysis to non-technical users.

Responsibilities
Work on analytical projects to help management understand detailed information about their business portfolio.
Produce meaningful reports and ad-hoc analysis relating to premiums, losses, business processes, agency performance and other areas that support the business.
Provide trend analysis and ad hoc data related activities; effectively communicate insights to non-technical users in a clear and concise manner.
Conduct pre/post-rate change impact analysis to ensure our products maintain a competitive position.
Collaborate across several business units including Underwriting, Marketing, Product Management, and Claims to identify opportunities to improve company or operational performance.
Understand, extract, validate, correct, and define data from multiple internal and external sources.
Collaborate with IT Data Management by prioritizing and defining requirements for future development and testing data elements.
Update and enhance existing reports and create or modify dashboards that help end users better understand their book of business.
Join data elements from various source systems; build data sets that allow for various types of aggregation and analysis.
Develop and refine sustainable processes that help improve efficiency.
Qualifications
3+ years of Data Analysis experience including previous experience in data mining, analysis and reporting is required.
Ability to accurately identify, document and recommend solutions to business problems.
Ability to communicate clearly and effectively both verbally and in writing to technical and non-technical audiences.
Advanced MS Office skills with strong focus on Excel is required.
Experience creating and presenting ad hoc date related analysis.
Experience with SQL and ability to create queries to extract data.
Experience extracting data from an enterprise data warehouse and core operating systems.
Experience with different data visualization tools with a strong focus on Tableau.
Experience in Property & Casualty insurance is strongly preferred.
Bachelor’s degree preferred; experience in lieu of degree acceptable.
Western National Insurance is a growing, A+ rated (A.M. Best) group of property-and-casualty insurance companies serving individuals, families, and businesses in 20 states across the Midwestern and Western U.S. plus Alaska. Currently ranked as the 57th largest private company by revenue in Minnesota (Minneapolis-St. Paul Business Journal), Western National has consistently earned accolades as an employer of choice, including as a Star Tribune Top Workplace (2011 – 2016), and previously as a recipient of the Minnesota Business Ethics Award, as a Minnesota Business Magazine Top 100 Workplace, as a Principal Financial “10 Best” Company, and as a finalist for the Alfred P. Sloan “When Work Works” Award.

Western National is known as “The Relationship Company®”, and caring for employees is a key part of that relationship commitment. Western National offers competitive pay, advancement opportunities, a generous benefits package, a robust wellbeing program, and a healthy work/life balance (including three weeks of paid time off, nine paid holidays, and eight hours of paid volunteer time as a starting point for new employees). These attributes are just some of the reasons why nearly half of our employees choose to stay on the Western National team for 10 years or more.

Our benefits package includes:
401(k) company match
Medical insurance – We offer affordable (thanks to a strong employer subsidy), above-average coverage and the choice of either a traditional Preferred Provider Organization (PPO) option OR a High-Deductible Health Plan (HDHP) option
Western Wellbeing program – Including on-site massage, yoga classes, salad and healthy snack days, sit/stand workstations, nutrition seminars, and more
100% company-paid tuition reimbursement for approved, job-relevant coursework
Discounts on automobile and homeowner's insurance
Other standard employee benefits – Including dental insurance, vision benefits, life insurance, disability insurance, and more
We could continue to list the things that we think make Western National a great place to work, but why not hear it instead from actual current and former employees? Here are some quotes that Western National employees have posted to the Glassdoor public review site:
“Excellent company which prioritizes customer service and community service.”
“Just a great place to come to work and stay for a career. I love the personal touch from [the] executive suite on down. [The] CEO is on a first-name basis with everyone.”
“Above-average benefits, especially on the health insurance front.”
“I have felt welcomed here and I feel like the Senior Management cares.”
(For more reviews from current and former Western National employees, you can visit the company’s Glassdoor page here: http://bit.ly/2qXtl4A .)

***Western National is an equal opportunity employer. All qualified applicants will receive consideration for employment.***",3.9,"Western National Insurance
3.9","Edina, MN",-1,501 to 1000 Employees,1901,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1
Scientist,$87K - $142K (Glassdoor est.),"Classification:
Salary
Job Description:
Are you looking for a new challenge? Passionate about innovation? Want to work for a company that values integrity, teamwork and loyalty?
At LATICRETE International we are driven to be a top ten construction chemical company that still values family, diversity, collaboration and invention. We’ve been in business for over 60 years, family owned/operated for three generations and are available in 100 countries. In 2017, The Hartford Business Journal named us one of Connecticut’s Top Family Owned Companies!
We don't just make innovative, industry-leading products. We strive to connect with, engage with and improve the lives of our employees, our customers, our partners, and the global communities in which we operate.
We are seeking passionate and ambitious employees who want to make a difference not just within our organization, but within their communities and the world. If that sounds like you, then what are you waiting for? Join the family and expand your horizons!
POSITION SUMMARY
Carry out product or applied research in the chemical sciences requiring appreciable originality and ingenuity. Works under general supervision with advanced knowledge in a particular field. Undertakes scientific related research and/or development activities. Carries out varied assignments which may involve original research and development or makes a significant contribution to a commercial project. May coordinate the work of chemists and/or technicians. May represent the laboratory in outside discussions and technical forum.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Additional duties and responsibilities may be assigned, as necessary.
Product & Method Development (60%): Apply and maintain knowledge of organic and polymer chemistry to:
Develop detailed procedures, methods, and implement standards for the preparation and subsequent scale up of new technologies and products.
Carry out identification, evaluation, and development of new materials and joint development projects with raw material suppliers.
Identify and develop new global technology platforms for resinous systems, floor coatings, maintenance chemicals, and other related areas as defined through growth and acquisition.
Product Scale-up & Technical Support (20%):
Provide technology transfer support to global manufacturing and joint venture sites.
Work with other technical resources (Scientists, Chemists, and Application Specialists) in the execution and transfer of technologies worldwide.
Knowledge gathering (20%):
Be familiar with and participate in the patenting process for various regions (North America, Europe, Asia)
Responsible for concise documentation, sharing, and teaching of new science and technology to other scientists, technicians, and manufacturing personnel.
REQUIRED SKILLS & QUALIFICATIONS
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Must be a self starter with ability to work on multiples projects simultaneously.
Have the ability to lead cross functional teams relating to the development and transfer of products and technology (r&d, production, marketing, procurement etc.).
Intermediate to Advanced computer skills with knowledge of Microsoft Office (Word, Excel, PowerPoint, and Outlook). Microsoft Project skills a plus,
Capable of establishing contacts and networks with internal/external customers.
P roven ability to think and work independently with meticulously documented results.
Must be well organized, detail oriented and have strong analytical ability.
Strong verbal, written, and oral communication skills.
Team Cooperation - maintain positive, cooperative, professional attitude with all LATICRETE employees and all customers.
Education and Experience:
Bachelors degree in a science (chemistry strongly preferred) with 10 years industry experience, Masters degree in relevant science with 7 years industry experience or Ph.D. degree in a relevant science (organic, polymer, coatings) and related work experience required.
Specialized Skills and Experience :
Proven work exposure to Production/Operations, Product Management, QC, ISO, Analytical, Product Development, Polymer/Adhesive Technology, Finance, Accounting and Marketing departments,
Demonstrates understanding in organic chemistry, polymer solutions, as well as formulation. Coatings formulation skills are a plus.
Familiar with common analytical methods used for polymer identification and analysis,
Uses relevant statistical techniques or methods to plan and execute experiments and to analyze experimental data.
Ability to effectively present information and respond to questions from employees, senior management, clients, customers and general public.
Travel Requirement:
25%
Must have or be able to obtain a passport and any required visas
Physical Requirements:
Bending and reaching to file. Infrequent ability to lift/move up to minimum of 50 pounds.
Handles, uses, stores, and disposes lab chemicals as outlined in SDS, SOP and other company prescribed, state and federal guidelines.",3.5,"Laticrete International
3.5","Grand Prairie, TX",-1,201 to 500 Employees,-1,Company - Private,Chemical Manufacturing,Manufacturing,$100 to $500 million (USD),-1
Data Scientist,$87K - $142K (Glassdoor est.),"Aptive is seeking a Data Scientist to support of a variety of innovation projects. The Data Scientist will support individual projects in their data and analytics needs, use existing data to develop business cases, and support portfolio-wide analyses of effectiveness and impact. While the Data Science profession is vast, this position focuses predominantly on Natural Language Processing, Machine Learning, and Computer Vision.
A strong candidate must demonstrate the ability to apply machine learning to solve real-world business problems using modern programming languages (Python, R, SQL, PL/SQL). This will support the team as they frequently participate in Machine Learning Challenges. The ideal candidate would have a hybrid background blending Software Engineering and Data Science disciplines. Finally, the person would also help the program office assess effectiveness of their projects, which requires some unique problem solving.
This mid-level, full-time position is in Falls Church, VA. Please note: the position is fully telework until COVID-19 social distancing restrictions are lifted.
MINIMUM QUALIFICATIONS.
At least 8 years' relevant experience within government consulting and organizing analytic results for further analysis.
Bachelor's Degree in Mathematics, Engineering, Statistics, Computer Science or related discipline.
Master's Degree in Data Science, Machine Learning, or AI,
Ph.D preferred
Must be capable of developing machine learning models based on NLP and/or CV methods
Must have cloud experience
Ability to work onsite in Falls Church, VA.
Ability to obtain and maintain a DoD Secret Clearance.
Legal authorization to work in the U.S.
JOB DUTIES.
Collaborate with business teams to identify use cases for Machine Learning insertion into automated business process workflows
Develop and deploy rapid ML prototypes with describable predictions (e.g. not a black box)
Support integration of real-time predictive models at scale
Prepare comprehensive written reports, presentations, and charts based on research, collection, and analysis of data.
DESIRED SKILLS.
Flexible mindset focused on delivering quality deliverables on tight deadlines.
Excellent problem-solving capability.
Ability to get up to speed quickly on complex issues; desire to work in a fast-paced, rapidly evolving environment.
Capable self-starter with a drive to get all types of work done and high attention to detail.
Excellent ability to communicate across most mediums and settings.
ABOUT APTIVE.
Aptive is a modern federal consulting firm focused on human experience, digital services and business transformation. Our employees receive competitive compensation, along with company-paid health care and short-term disability plans. We also offer a 401K plan with company match, paid time off, flexible savings accounts, commuter benefits and company-sponsored professional education opportunities.

Our work inspires people, fuels change and makes an impact. Join our team to be part of positive change in your community and our nation.

EQUAL OPPORTUNITY EMPLOYER.
Aptive is an equal opportunity employer. We consider all qualified applicants for employment without regard to race, color, national origin, religion, creed, sex, sexual orientation, gender identity, marital status, parental status, veteran status, age, disability or any other protected class.
Veterans, members of the Reserve and National Guard, and transitioning active-duty service members are highly encouraged to apply.
indspn",4.4,"Aptive
4.4","Falls Church, VA",-1,51 to 200 Employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
Senior Data Engineer,$87K - $142K (Glassdoor est.),"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.
Job Description:
Novetta has an immediate need for a Senior Data Engineer to join a fast-paced program in support of a government customer with a very critical national security mission. This is a multi-year program, where the successful candidate will work on an interdisciplinary project team of more than 30 highly qualified individuals with a wide array of skills that include client (reactjs), server (spring java), QA Automation Engineers, UI/UX Designers, and DevOps engineers. The team is responsible for building a next generation Mission Information System and is performing greenfield Software Development using modern technologies via an Agile DevOps approach.

This Senior Data Engineer will play a vital role collaborating as part of this cross-functional Agile team to create and enhance data ingestion pipelines and address big data challenges. The Senior Data Engineer will work closely with the Chief Architect, systems engineers, software engineers, and data scientists on the following key tasks:
Provide Extraction, Transformation, and Load (ETL) experience coupled with enterprise search capabilities to solve Big Data challenges
Design and implement high-volume data ingestion and streaming pipelines using Open Source frameworks like Apache Spark, Flink, Nifi, and Kafka on AWS Cloud
Leverage strategic and analytical skills to understand and solve customer and business centric questions
Create prototypes and proofs of concept for iterative development
Learn new technologies and apply the knowledge in production systems
Monitor and troubleshoot performance issues on the enterprise data pipelines and the data lake
Partner with various teams to define and execute data acquisition, transformation, processing and make data actionable for operational and analytics initiatives
Required Qualifications / Experience:
BS in Computer Science, Systems Engineering, or a related technical field or equivalent experience with at least 8+ years in systems engineering or administration (6+ years with a MS/MIS Degree).
Must have an active Top Secret security clearance and able to obtain a TS/SCI with Polygraph.
3 years of experience with big data tools: Hadoop, Spark, Kafka, NiFi.
3 years of experience with object-oriented/object function scripting languages: Python (preferred) and/or Java.
3 years of experience with and managing data across relational SQL and NoSQL databases like MySQL, Postgres, Cassandra, HDFS, Redis, and Elasticsearch.
3 years of experience working in a Linux environment.
2 years of experience working with and designing REST APIs.
Experience in designing/developing platform components like caching, messaging, event processing, automation, transformation and tooling frameworks.
Experience developing data ingest workflows with stream-processing systems: Spark-Streaming, Kafka Streams and/or Flink.
Experience transforming data in various formats, including JSON, XML, CSV, and zipped files.
Experience with performance tuning of ETL jobs.
Experience developing flexible ontologies to fit data from multiple sources and implementing the ontology in the form of database mappings / schemas.
Strong interpersonal and communication skills necessary to work effectively with customers and other team members.

Preferred Qualifications / Experience:
Data engineering experience in the Intelligence Community or other government agencies.
Experience with Microservices architecture components, including Docker and Kubernetes.
Experience developing microservices to fit data cleansing, transformation and enrichment needs.
Experience with AWS cloud services: EC2, S3, EMR, RDS, Redshift, Athena and/or Glue.
Experience with Jira, Confluence and extensive experience with Agile methodologies.
Knowledge about security and best practices.
Experience developing flexible data ingest and enrichment pipelines, to easily accommodate new and existing data sources.
Experience with software configuration management tools such as Git/Gitlab, Salt, Confluence, etc.
Experience with continuous integration and deployment (CI/CD) pipelines and their enabling tools such as Jenkins, Nexus, etc.
Detailed oriented/self-motivated with the ability to learn and deploy new technology quickly.
Clearance Level: TS/SCI with Poly

Novetta, from complexity to clarity.
Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:
Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Success • We strive daily to exceed expectations and achieve customer mission success.
Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.
Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.
Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.

Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.6,"Novetta
4.6","Reston, VA",-1,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Data Scientist,$87K - $142K (Glassdoor est.),"Infosys is seeking Lead Analyst Data Scientist for our Analytics team. In this role, you will be a technology professional adding value to a range of Software Development lifecycle stages. You will create detailed design artifacts like program specifications, test plans; and independently develop and review code and contribute to the go-live plan. You will have the opportunity to collaborate with some of the best talent in the industry to create innovative high quality and defect-free solutions to meet our clients’ business needs. You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence rewarded, and diversity is respected and valued.

Required Data Scientist Qualifications:
Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.
5 years of experience with Information Technology
Candidate must be located within the commuting distance of Columbus, OH. This position may require travel in the US and Canada.
U.S. citizens and those authorized to work in the U.S. are encouraged to apply. We are not able to sponsor at this time


Preferred Qualifications:
4+ years of experience in Data Analytics
4+ years of experience in software development life cycle
2 years of experience in Project life cycle activities on development and maintenance projects.
1 year of experience in Python, Java, Scalar, Pyspark
1 year of experience in Relational Modeling, Dimensional Modeling, and Modeling of Unstructured Data
Strong written and oral communication skills
Ability to work in team in diverse/ multiple stakeholder environment
Analytical skills
Experience and desire to work in a Global delivery environment
The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face.

About Us

Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation.

With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Please visit http://www.infosys.com for more information regarding our company, benefits and life as an Infoscion.

EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin",3.3,"Infosys Limited
3.3","Columbus, OH",-1,10000+ Employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
"Development Scientist I, Custom Products",$87K - $142K (Glassdoor est.),"New England Biolabs (NEB) is inviting applications for the position of Development Scientist I. The successful candidate will work within a dynamic team of scientists to support the development of custom products for our OEM & customized solutions group. This position offers opportunities to develop novel reagents, engage with customers, attend scientific conferences and learn from technically-and commercially-focused colleagues across the company.
Primary Responsibilities:
Assist with the development of custom reagents by designing and executing experiments, analyzing/reporting scientific data and maintaining accurate records.
Participate in all aspects of development required to bring products to our customers.
Communicate with external partners to determine project requirements and goals while managing expectations.
Engage relevant internal expertise to establish project feasibility, determine timelines, set priorities, and track project deliverables to completion.
Required Qualifications and Experience:
Ph.D. in molecular biology, biochemistry or related field
Strong data analysis and biochemistry/molecular biology experience
An ability to balance multiple projects with aggressive deadlines in a dynamic environment.
Highly effective interpersonal skills and a strong team player with the ability to build relationships, collaborate, and gain support from others.
A proven track record as a creative problem solver.
Effective verbal and written communication skills.
Preferred Qualifications and Experience:
Minimum of 2 years’ industry experience
Experience in a customer support or customer-facing role is preferred.
Experience with DNA amplification is a plus (i.e. isothermal amplification, PCR, or qPCR).
EEO Statement
New England Biolabs is committed to fostering a diverse and inclusive community; as an EEO/AA employer, New England Biolabs considers applicants for employment without regard to, and does not discriminate on the basis of, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status or disability. More in-depth details of EEO are available here.
New England Biolabs is a participating employer in the Employment Verification ( E-Verify ) program.
OFCCP’s pay transparency policy can be found on OFCCP’s website at www.dol.gov/ofccp
If you need an accommodation for any part of the employment process because of a medical condition or disability, please send an email to hr@neb.com or call 978-927-5054 to let us know the nature of your request.",4.9,"New England Biolabs, Inc.
4.9","Ipswich, MA",-1,201 to 500 Employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Data Analyst,$87K - $142K (Glassdoor est.),"Data Analyst
Corporate Headquarters
12575 Uline Dr. Pleasant Prairie, WI 53158

We're passionate about our products because our customers rely on them to run their businesses.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.

Position Responsibilities
Write SQL queries to retrieve sales, customer and product data.
Perform ad hoc analysis and create reports to illustrate performance, answer business questions and provide recommendations.
Apply basic and intermediate statistical methods (e.g. data aggregation, regression analysis, time series analysis, etc.) to solve business questions.
Collaborate with pricing team members to create reports, analyses and presentations.
Build relationships with the Merchandising and Logistics teams to develop trust and understand processes.
Create what-if scenarios to quantify the impact due to catalog price or vendor cost changes.

Minimum Requirements
Bachelor’s degree. Business, statistics, mathematics or computer science majors preferred.
Proficient in Excel with exposure to SQL, Power BI and statistical methods.
Analytical and organized with relentless attention to detail.
Strong intellectual curiosity with willingness to learn new concepts and tools.

Benefits
Complete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.
401(k) with 5% employer match.
Paid holidays and generous paid time off.
Bonus programs that include annual performance, sales goals and profit sharing.
Scholarship program for children of employees.

Employee Perks
On-site café with executive chefs and seasonal dinner-to-go options.
First-class fitness center with complimentary personal trainers.
Over four miles of beautifully maintained walking trails.
Numerous employee appreciation events throughout the year.
Professional development classes and monthly in-house speakers.

About Uline

Uline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.

Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.

Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.

EEO/AA Employer/Vet/Disabled
Uline is a drug-free workplace.

#LI-LP1
#CORP",3.6,"Uline
3.6","Pleasant Prairie, WI",-1,5001 to 10000 Employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,-1
Data Scientist - Nutrisystem,$87K - $142K (Glassdoor est.),"Description/Responsibilities


Position Summary:Nutrisystem is seeking a Data Analyst to join its growing Analytics community. This role will develop, manage, and deliver analytical solutions to solve complex business challenges. The Data Analyst will closely interact with online and offline Marketing, Product Development, Call Center Sales, Retail and Finance to influence key business decisions through fact-driven insights. The ideal candidate will possess excellent analytical and communication skills and have a history of thriving in fast- paced business environments.

Essential Duties and Responsibilities:

• Develop queries and performs extensive programming to access, transform and prepare data for analysis, ad-hoc and automated reporting and modeling. Create visualizations for variety of projects.

• Support ad-hoc analysis, discussions and conclusions around the efficacy of marketing channels to drive revenue per customer, length of stay and lifetime value.

• Analyze data to describe customer behavior and preferences, understand marketing channel effectiveness, diagnose customer experience problems, size marketing opportunity and measure the impact of marketing initiatives.

• Prepare and deliver insight presentations and recommendations. Communicates complex material in digestible terms appropriate for each audience. Educate company executives and the broader team on analytical findings and implications using storytelling and data visualization techniques.

• Design analytic plans, translating business problems/opportunities into analytic approaches. Engage with project sponsors and stakeholders to understand each business question. Probe for hidden questions and goals. Bring structure to each request and translate requirements into the appropriate analytic approach.

• Participate in special projects and performs other duties as required.

Qualifications


• Bachelor’s degree in Data Science, Analytics, Operations Research, Information Technology, Computer Science or other quantitative field required. Master’s degree preferred.• Must have minimum of five (5) years of experience working in an analytical role with a history of taking on additional responsibilities with data analysis, measurement reporting

• Must have five (5) years of experience with SQL programming

• Must have minimum of three (3) years of experience working with relational databases and associated data query tools. Experience with cloud databases a plus (e.g. AWS Redshift, Google BigQuery, Snowflake).

• Must have proficiency in data visualization and report writing technologies using at least one of the following Business Intelligence tools Tableau, Power BI, QLIK or SAS. Knowledge of Looker preferred.

• Domain experience in marketing analytics: customer acquisition, digital marketing, response modeling, identifying customer needs, predicting customer behavior, next best offer, churn, customer lifetime value preferred

• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• Excellent verbal and written communication skills. Experience presenting to senior executives distilling complex concepts into actionable recommendations

• Advanced Microsoft Excel skills including pivot tables, data manipulation and analysis

• Ability to work in a team-oriented environment.

About Tivity Health:

Tivity Health® (Nasdaq: TVTY) is a leading provider of healthy life-changing solutions, including SilverSneakers®, Nutrisystem®, Prime® Fitness, Wisely Well™, South Beach Diet® and WholeHealth Living®. We are actively addressing the social determinants of health, defined as the conditions in which we work, live and play. From improving health outcomes to reversing the narrative on inactivity, food insecurity, social isolation and loneliness, we are making a difference and are transforming the way we do health. Learn more at TivityHealth.com.

Tivity Health is an equal employment opportunity employer and is committed to a proactive program of diversity development. Tivity Health will continue to recruit, hire, train, and promote into all job levels without regard to race, religion, gender, marital status, familial status, national origin, age, mental or physical disability, sexual orientation, gender identity, source of income, or veteran status.",2.7,"Tivity Health
2.7","Fort Washington, PA",-1,201 to 500 Employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Data Analyst,$87K - $142K (Glassdoor est.),"Overview:
At Grow Financial, we believe in service—to our 200,000+ members, 550+ team members and local communities. We know happy, engaged people provide the best service, so we live by our mantra: Be Bold. Be Great. Have Fun. (Especially the fun part!) Yes, our work is serious, but we don’t take ourselves too seriously. Consistently named a Top Workplace by the Tampa Bay Times and a Great Place to Work among 100 Best Medium Workplaces by FORTUNE Magazine®, we cultivate a positive, collaborative work environment where you can grow personally and professionally. In fact, 94% of our team members say Grow is a great place to work. And the most common word they use to describe the Grow culture? Family.
Responsibilities:
Performs advanced business analysis using various techniques, e.g. statistical analysis, predictive modeling, machine learning and data mining. Responsible for gaining an in-depth understanding of business problems as it relates to the visibility (insights), and feasibility an analytic solution would provide. Works closely with functional areas and business leaders to identify analytical requirements. This includes development and deployment of analytic models, supporting overall Grow and departmental strategic objectives, recommending profitable and/or cost-effective solutions that enhance member experiences or modernize processes; and collaborating with business partners to promote data-driven decision making.

Data Analytics
Interprets and analyzes large amounts of data using exploratory mathematical and statistical techniques.
Builds predictive models, selects features, and optimizing classifiers using machine learning techniques.
Identifying and extending credit union’s data capabilities with third-party sources of information.
Processing, cleansing, and verifying the integrity of data used for analysis.
Analyzes problems and determines root causes.

Business Analysis
Works with functional areas and business leaders to identify analytical requirements and define a problem statement.
Identify assumptions, limitations, constraints, and the key metrics of success to business problems.
Summarize analytical data into user-friendly reports translating highly technical, detailed data into appropriate recommendations and key metrics requested by management and various business lines.
Advise business partners on options, constraints, risks, costs, and benefits of proposed projects.
Qualifications:
Bachelor of Arts/Science degree from an accredited college or university in Statistics, Mathematics, Computer Science or related discipline required. Master’s degree preferred.
3 – 5 years of work experience with financial, analytical, or related research experience required.
Expert knowledge of Microsoft Office applications (Word, Excel, and Power Point) required.
Strong quantitative analysis skills using statistical software such as R, SQL and Python required.
Experience working with large datasets. Extensive knowledge of statistical methodologies including hypothesis testing, linear regression, modeling, simulation, and analysis of variance.
Knowledge of relational database technology and business intelligence tools (e.g. Tableau).
Must be comfortable working on projects in an agile, iterative or multi-generational manner.
Eager to learn, enthusiastic, motivated and a self-starter.
Must be an analytical thinker and problem solver, as well as possess and display effective organizational and communication skills.
Ability to manage multiple priorities and work under deadline with minimal supervision required.
PHYSICAL DEMANDS
Must be able to sit for extended periods of time.
Must be able to read, write, speak and type English.
Must be able to hear and use a telephone.
Use of computer requires repetitive keystrokes.
WORK ENVIRONMENT
Traditional office setting; remote work available.
Sedentary role

Excellent Benefits * 401K Plan * Competitive Pay * Business Casual Environment * Service-Minded Team Attitude * Positive Workplace * Exciting Growth Potential & More
An Equal Opportunity Employer Minorities/Females/Veteran/Disabled",3.6,"Grow Financial
3.6","Brandon, FL",-1,501 to 1000 Employees,1955,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
Data Scientist - Operations Research,$87K - $142K (Glassdoor est.),"We are Cognizant Artificial Intelligence
Digital technologies, including analytics and AI, give companies a once-in-a-generation opportunity to perform orders of magnitude better than ever before. But clients need new business models built from analyzing customers and business operations at every angle to really understand them.
With the power to apply artificial intelligence and data science to business decisions via enterprise data management solutions, we help leading companies prototype, refine, validate and scale the most desirable products and delivery models to enterprise scale within weeks
You must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future *
Job Title - Data Scientist - Operations Research
Location - Remote

Description:
A data scientist is an applied analytical expert responsible for understanding business processes and creating insights that lead to greater efficiency and better decision making. This position is responsible for the full product development lifecycle for OR projects, including gathering requirements, wrangling data, formulating and implementing OR models in DOC/CPLEX.

Required skills: Experience in solving scheduling/production planning/network design problems using operations research techniques and heuristics (+5 years) CPLEX/Gurobi experience (+5 years) Java experience (+4 years) SQL and other Database knowledge (+5 years) Knowledge in Python or R (+3 years) PhD in Operations Research, Industrial Engineering, Computer Science or any related area; OR Masters with 2 years of industry experience Ability to work in fast paced environment Strong interpersonal skills and ability to collaborate with colleagues in business and IT Strong communication including ability to make presentations and deliver complex analyses in a clear, concise manner

Preferred skills:
Experience in IBM DOC
Experience in working with data API’s, Teradata, Oracle

Experience with Spotfire .
#LI-PT1 #CB #Ind123
Job Location : Saint Louis, Missouri, United States || Teaneck, New Jersey, United States
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Dec 16 2020

About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service.
Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.
If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information.",3.7,"Cognizant Technology Solutions
3.7","Saint Louis, MO",-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
