Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$89K - $141K (Glassdoor est.),"The Data Scientist supports the development of statistical models that will enable future growth and profitability for our book of business through appropriate pricing, underwriting and risk segmentation. He/she will report to the Manager of Data Science and will be involved in research, development and implementation of analytical solutions based on statistical models.
Essential Functions and Responsibilities
Performs data mining and data cleansing tasks.
Prepare datasets for modeling through balancing and validation.
Produces predictive models which enable the creation of rating plans and evaluation of risk.
Assists decision makers with studies that evaluate new business models to evaluate customers’ profitability including customers and/or risk segmentation, retention and lifetime value modeling.
Communicates to diverse audiences, including technical and non-technical.
Manages projects of moderate complexity.
Supports modeling requests made by other departments.
Works closely with others to gain strong understanding of insurance concepts and processes.
Perform other job-related duties as assigned.
Qualifications and Education
Broad thinker with the ability to synthesize information from various sources and apply that information to concrete business problems. Strong decision-making skills.
Solid skills and training in predictive modeling, data mining and other quantitative and research analytics (, Multivariate Analysis, Bayesian Methods, Generalized Linear Models, Non-Linear Models, Decision Trees, Non- Parametric estimation etc.).
Strong programming ability in SAS, SQL, R or other programming languages and proficiency in scripting languages and ability to build code and algorithms to tackle statistical problems.
Excellent written and oral communication and presentation skills.
Self-starter and strong individual contributor.
Solid understanding of database principles and experience working with large databases.
Knowledge of auto insurance will be a plus.
1 or more years of experience developing and implementing multivariate predictive models using GLM and other statistical methods.
Masters in economics, statistics, or related field required, PhD preferred.
About the Company
The Plymouth Rock Company and its affiliated group of companies write and manage over $1.4 billion in personal and commercial auto and homeowner’s insurance throughout the Northeast and mid-Atlantic, where we have built an unparalleled reputation for service. We continuously invest in technology, our employees thrive in our empowering environment, and our customers are among the most loyal in the industry. The Plymouth Rock group of companies employs more than 1,800 people and is headquartered in Boston, Massachusetts. Plymouth Rock Assurance Corporation holds an A.M. Best rating of “A-/Excellent”.",3.7,"Plymouth Rock Assurance
3.7","Woodbridge, NJ",-1,1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1
HCM Data Analyst,$89K - $141K (Glassdoor est.),"Any qualified individual with a disability who is having difficulty in completing an application because of incompatible technology or other disability-related application issues may contact us at the following phone number for assistance: 251-445-1932.

Austal shall abide by the requirements of 41 CFR §§ 60-1.4(a), 60-300.5(a) and 60-741.5(a). These regulations prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities, and prohibit discrimination against all individuals based on their race, color, religion, sex, sexual orientation, gender identity, or national origin. Moreover, these regulations require that covered prime contractors and subcontractors take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status or disability. Austal’s commitment to equal employment opportunity applies at all levels of employment, in all job titles, including the executive level, and to all employment actions, including but not limited to decisions concerning recruitment, hiring, training, and promotion.
REPORTS TO: HCM Coordinator
SUPERVISES: N/A
AUTHORITIES / RESPONSIBILITIES:
The HCM data analyst plays a crucial role in collecting, structuring, analyzing, and reporting on HR processes and data. Supports business with key HR insights reporting (manning levels, hires; retention, turnover), talent metrics (promotion reporting; learning and development tracking; performance management insights), benefits reporting (billing invoices, participation census) as well as ad hoc reporting and data analysis as needed.
Job Description
Utilizes Workday systems and analytical tools to develop, analyze and interpret HR workforce data.
Partners with stakeholders across business units to build and implement reporting and analytic solutions that provide leaders with information necessary to achieve business goals and objectives.
Develop and maintain standardized dashboards and other related metrics reports for organization-wide and HR department evaluation.
Maintains common HR data repository
Monitors effectiveness of reporting and analytics products to ensure optimal value to the business, modifying or operationalizing new metrics and dashboard products as needed.
Creates scheduled reports and respond to ad-hoc queries from senior management and other areas of the company.
Leverages data extraction tools and approaches to perform complex data analysis and formulate new meaningful insights.
Reviews new reporting requests to be sure the request is consistent with HR systems and data strategies.
Creates, maintains, and ensures quality assurance of human resources data sets, reports, and metrics.
Recommends process and system improvements, follow up on recommendations.
Assist in the identification of data integrity problems and recommend solutions.
Other special projects, as needed.
Other duties as assigned;
QUALIFICATIONS / KNOWLEDGE / EXPERIENCE:
Bachelors degree or equivalent.
3-5 Business Analyst experience documenting Business Requirements and conducting data analysis.
Workday experience preferred in one or more modules: HCM, Benefits, Talent/Performance, Security, or Advanced Compensation.
Strong written and verbal communication skills to effectively communicate processes and procedures with managers and employees.
Highly developed ability to provide clear, concise verbal and written explanations for complex concepts so that others see the value add in recommendations and solutions.
Strong computer proficiency and technical aptitude to utilize MSOffice. Expert-level proficiency in Microsoft Excel (PowerPoint a plus).
Strong process orientation, analytical and problem-solving skills
Excellent service orientation skill set, ability to build strong relationships with fellow HR team members.
Must work with a sense of urgency and have the ability to handle confidential information in a professional manner. Can handle demands from multiple customers and has the ability to prioritize.
Ability to work collaboratively with multiple teams/organizations with attention to detail and strong organizational skills.
Flexible and has the capability to deliver results in a fast-paced, and high volume environment.
TOOLS: Not applicable
DIRECTION EXERCISED: Works within established guidelines. Works autonomously and escalates issues to HCM Coordinator as appropriate.
DISCRETION EXERCISED: A degree of creativity and latitude is expected. Relies on experience and judgment to plan and accomplish goals.
LIAISES WITH:
Employees, Department Managers, HR / Benefit Staff, Finance staff and external consultants as assigned.
ADDITIONAL GUIDELINES:
The ability to obtain and maintain a DoD clearance may be required if deemed necessary in the scope of your position responsibilities.
Candidates must meet the following employment eligibility guidelines to be eligible for employment with Austal USA:
18 years or older at time of application
Able to provide proof of US Person status (permanent resident or citizen)
No felony convictions of theft/deception or violent crimes within seven years from disposition date
No felony convictions of drug crimes within three years from disposition date
Willing to submit to a drug screen
Willing to submit to a background check",3.1,"Austal USA
3.1","Mobile, AL",-1,1001 to 5000 Employees,1988,Company - Public,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),-1
Business Intelligence Analyst,$89K - $141K (Glassdoor est.),"Business Intelligence Analyst

Objective
This position will work with the business units on a proactive basis through regular data-focused meetings to develop and provide business intelligence solutions to the company. This includes assisting by gathering requirements, implementing solutions, defining team metrics, meeting reporting needs, and facilitating adoption and user training on existing self-service platform. This role will act as a liaison to other enterprise projects to ensure that all data and analytic needs are captured as part of a project. This position will also satisfy on-demand ticket-based requests from other business units. They will also be responsible for managing the backend systems of the data and analytics platform and performing any needed updates and support for the platform.
Responsibilities
Engage with business partners to elicit and document high-level analytic requirements and technical requirements, while also proposing additional analytical capabilities
Assemble, analyze and present data to business units , making sure data and calculations are accurate and align with self-service and reporting standards.
Integrate with other company projects to capture and provide data reporting needs relevant to those projects.
Perform administration of Business Intelligence platform
Partner with business unit SMEs to grow self service capabilities as well as teaches and advocates the use of business intelligence tools across all levels of the organization
Duties otherwise assigned
Qualifications
5 + years of experience in business analyst role with focus on business intelligence requirements gathering and solution providing - Required.
5+ years of experience performing data analysis and report development - Required
2+ years of experience with BI analytical tools such as Power BI, Tableau, QlikView, Looker - Required
Familiarity with general machine learning and augmented analytics techniques - Required
Demonstrated ability to use data to drive business efficiencies and results - Required
Proficiency in requirements, design and user level documentation - Required
General familiarity with B2B-style business practices and principles of Accounting, Supply Chain, and Marketing Retail. - Required
Excellent interpersonal communication skills - Required
Experience in training users on self-service tool – Preferred",4.2,"AutomationDirect
4.2","Cumming, GA",-1,201 to 500 Employees,1994,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1
Data Scientist Senior,$89K - $141K (Glassdoor est.),"This position will report under the Corporate Responsibility/Compliance department.
Bachelor's degree in data analytics or business-related field with 10+ years of experience working with data management systems strongly preferred.
Certification in Data Analytics (ACDA, etc.) and other healthcare or internal audit certifications strongly preferred.
Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL, etc.), and analysis tools (SAS, Proactive Detection, etc.) strongly preferred. Will be performing data mining and data analysis as it relates to the Compliance program.
10+ years in healthcare data analytics, healthcare internal audit or healthcare compliance strongly preferred. Candidates ideally have a strong understanding of health care operations, including reimbursement, as it pertains to local, regional and federal health care.
Manages data throughout all stages of the data analysis lifecycle, including obtaining novel data from external and sometimes untraditional sources, managing and coordinating the collection and utilization of data across diverse data platforms, cleaning and transforming data of widely-varying formats, and providing meaningful insights and actionable analytics. Works with both structured and unstructured data, transforming complex data to ensure consistency and accuracy across data systems, automating resource-demanding data processes, and creating visualizations and reports. Provides administrative support relative to these activities.
PRIMARY RESPONSIBILITIES
Mines appropriate data elements from the various clinical database systems. Interacts with programming interfaces to fetch data from externally published sources. Utilizes web scraping and mining tools to extract data from non-traditional Internet sources. Extracts data algorithmically from PDFs, formatted Excel workbooks, and other common document formats that are not traditionally machine-readable.
Parses, validates and scrubs data of widely differing formats. Ensures integrity of clinical data as it is transmitted from system to system and/or system to database, ensuring transactional accuracy, completeness and timeliness.
Integrates data from multiple sources and performs complex statistical data analysis in support of ad hoc and scheduled requests. Provides actionable insights.
Creates publication-quality graphical representations of data that are pleasing to the eye and easily interpreted.
Utilizes scripting languages to automate resource-consuming and repetitive tasks within the analysis workflow. Writes reusable code for speeding up the delivery of commonly-made requests related to fetching, summarizing, transforming and visualizing data.
Utilizes object-oriented or functional programming languages to create dependable, easy-to-use tools to help team members work with data more efficiently and increase team productivity.
Performs other duties as assigned.
EDUCATION
Bachelor’s degree in business or health care, Associate’s degree, or high school diploma or equivalent
EXPERIENCE
Ten years' experience with a Bachelor's degree; 14 years' experience with an Associate's degree; or 21 years' experience with a high school/equivalent
Job Type: Full-time
Pay: $83,521.00 - $151,832.00 per year
Education:
High school or equivalent (Preferred)
Work Location:
One location
Company's website:
jobs.ssmhealth.com",3.6,"SSM Health
3.6","Saint Louis, MO",-1,10000+ Employees,1874,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1
Sr Scientist,$89K - $141K (Glassdoor est.),"Location: San Jose, United States of America
Thales people architect identity management and data protection solutions at the heart of digital security. Business and governments rely on us to bring trust to the billons of digital interactions they have with people. Our technologies and services help banks exchange funds, people cross borders, energy become smarter and much more. More than 30,000 organizations already rely on us to verify the identities of people and things, grant access to digital services, analyze vast quantities of information and encrypt data to make the connected world more secure.
TOGETHER WE MAKE THE BIG AMBITIONS OF TOMORROW HAPPEN TODAY
A Sr. Scientist at Guavus in San Jose, CA is responsible for transforming an innovation idea or customer stated business need into a precise technical problem/hypothesis and leading the design and execution of a data mining/machine learning/machine intelligence solution. This includes designing a set of measurements, validating datasets, creating and driving the implementation of the analytics solution. This is a highly technical role that is focused on enabling customers to create real, practical value through advanced analytics on their streaming data, both structured and unstructured.
Sr. Scientist works closely with our product, engineering and field teams and represents the company in analytics discussions with customers and partners. Typical activities involve building statistical and mathematical models from multiple data sources to provide advanced analytics results that are communicated via dashboards or directly to machines for action.
Scientist has to demonstrate an ability to create novel, mathematically sound algorithms, perform proof of value and write production quality code to move the research into production. He/she would help in the development of solutions to significant problems in a scientific and/or business data analysis domain.
Key Responsibilities:
Develop customers’ and internal ideas in to solvable technical problems and create analytics solutions, identify state of the art techniques to solve the problem
Quickly design and conduct tests with the associated data to ascertain a proof of value.
Lead team members and contribute to implementations which convert the business problem definition into validated and productizable results
Build predictive and/or prescriptive models in Java / Scala
Own core machine learning/intelligence algorithms and designs in our product lines.
Must be self-driven and capable of prioritizing, organizing, and managing a substantial workload as well as supervising the work of others
Participate in the creation of mathematically based algorithms for use in the predictive and prescriptive, streaming analytics of high volume and high velocity data
Document data analysis work and results
Present results to colleagues, customers, and partners
Mentor team members
Work effectively in a globally distributed team
Required Skills and Experience:
Ph.D. in Engineering or Science or Statistics or related fields
At least two years of relevant research or industry experience
prior research evidencing a strong mathematical background and/or heavy emphasis on data analysis including data mining/machine learning/machine intelligence
Algorithmic understanding of advanced machine learning methods
Expert knowledge of SQL and at least one of Java, Scala or Python
Self-driven with the ability to collaborate as a respected domain expert in a multidisciplinary technical team
Excellent oral and written communication skills, including the ability to present effectively to both business and technical audiences
Preferred Skills and Experience:
Business understanding of telecom domain, telecom architecture is a plus
Understanding of ROI and TCO models is preferred not required
Are you ready to be part a part of something big? If your skills, experience and attitude are a match and you’re looking for an exciting challenge, please apply now using the link below and we will be in touch.
At Thales we provide CAREERS and not only jobs. With Thales employing 80,000 employees in 68 countries our mobility policy enables thousands of employees each year to develop their careers at home and abroad, in their existing areas of expertise or by branching out into new fields. Together we believe that embracing flexibility is a smarter way of working. Great journeys start here, apply now!
Thales champions inclusion and we believe diversity strengthens the fabric of our culture. We are an Equal Opportunity Employer/AA/Minorities/Females/Veterans/Disabled.",-1,"Thales USA Inc., Guavus","San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
Business Data Analyst - Entry Level,$89K - $141K (Glassdoor est.),"Summary:
The Business Data Analyst performs routine business analysis using various techniques, e.g. statistical analysis, explanatory and predictive modeling, data visualization and data mining. Researches best practices and supports developing the solutions and recommendations for the current business operations. May work with internal clients and external vendors to identify analytical requirements. Provide business data interpretation, produce ad hoc data and reports, performs quality assurance for data integrity and accuracy. May assist in developing or implementing systems to capture business operation information.
Duties & Responsibilities:
1. Runs daily queries within the Enterprise Data Warehouse and other databases.
2. Uses SQL/R/PYTHON/Alteryx/Tableau and/or other data tools to solve business problems.
3. Partner with IT to support investigation of data quality issues within the EDW.
4. Employs best practices to analyze large amounts of data while maintaining intense attention to detail.
5. Develops reports and presentations to support solid conclusions regarding trends and findings with an ability to explain those findings to varying audiences
6. Questions established business practices and brainstorms new approaches to data analysis.
Minimum Qualifications:
1. A Bachelor’s degree with STEM concentration required.
2. Must have 1-2 years of experience in data analytics and reporting using SQL, R, Python, Tableau, Alteryx and other tools.
3. Must have in depth understanding of multiple functional areas, including knowledge of operational practices and P&L drivers.
4. Must have exceptional oral and written communication skills.
5. Strong business acumen, customer service skills, proactive, demonstrates enthusiasm, motivation and self-confidence is essential.
6. Candidate must be a self-driven individual who can work on many concurrent projects and deliver results on each.
7. Ability to research issues to resolution and attention to detail are essential.
8. Must maintain confidentiality.
Technical Skills (exposure to some/all of the following):
Statistical methods and packages (e.g. Python/R)
Business intelligence platforms (Tableau)
SQL databases and database querying languages
Data mining
Data visualization and reporting techniques
Machine learning techniques
Revenue Optimization tools (Duetto)
Job Type: Full-time
Pay: $50,000.00 - $70,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Relocation assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Ability to Commute/Relocate:
Verona, NY 13478 (Required)
Education:
Bachelor's (Preferred)
Experience:
Data Analytics & Reporting: 1 year (Preferred)
Data Mining: 1 year (Preferred)
Company's website:
www.onenterprises.com
Company's Facebook page:
https://www.facebook.com/search/top?q=turning%20stone%20careers
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place",-1,"Oneida Nation Enterprises, LLC.","Verona, NY",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$89K - $141K (Glassdoor est.),"Data Scientist

Job Details
Level
Experienced
Job Location
Remote - Salt Lake City, UT
Position Type
Regular
Education Level
Undisclosed
Salary Range
Undisclosed
Travel Percentage
None
Job Shift
Undisclosed
Job Category
Engineering
At Waterford.org, we develop software that delivers educational content to preschool-aged children through sixth grade students! As a Data Scientist you will use your expertise to find opportunities for us to have an even greater impact in the lives of the students, families, and partners we serve.

You will be involved in crafting validated data sets, dashboards, reports, and analysis that can be used throughout the organization! You will collaborate with researchers, product owners and data engineers on various analytic projects. You will lead the identification of vital data sources within the organization and architect strategies to bring the data together into a validated data set for analysis by internal groups.

Essential Duties & Responsibilities
Lead the development of comprehensive analytic projects that involve data engineering, data mining, data modeling, machine learning and educational impact
Provide expertise in advanced analytical projects involving statistical methods, machine learning and NLP.
Implement the strategy through hands-on development and technical mentoring of team members
Positively contribute to the team culture and promote the Waterford Value Cycle within the team
Collaborate cross-departmentally regarding analytic possibilities to facilitate re-imagining current business processes to meet future needs
Lead the design and implementation of BI solutions used to consolidate data from various data sources and provide aggregations, transformations, and visualizations of data
Identify new technology trends that should be adopted to add value to analysis and team member development
Required Skills & Education
Bachelors degree in mathematics, applied statistics, information technology, or a related field or equivalent experience
5 years using Microsoft Excel for data analysis
2 years of practical experience with SQL
2 years of experience with programming for analysis using R, Python or other programming languages
2 years working with BI data services to create data warehouses, data marts or data lakes
Experience with data virtualization architecture and BI technologies (preferably PowerBI)
Experience with Agile development environment reporting project status, scope changes and critical metrics
Experience using Confluence and Jira to document and manage development life cycle
Strong analytical skills to identify areas of analysis that will have the greatest impact on success metrics
We offer medical, dental, and vision benefits to our team members. We contribute to team members HSA accounts and their 403(b). We offer generous time off plan that includes vacation, sick time, and organization holidays (did we mention that we are closed between Christmas and New Years each year?). Learn more about our offering here: https://www.waterford.org/careers/

By the way, due to COVID-19, we are working remotely. We have adapted our recruitment process so all interviews are being conducted via Zoom. If hired you will onboard, train, and mostly work remotely for the foreseeable future.

We strive to build a diverse and inclusive environment for all team members. We are an Equal Employment Opportunity employer and do not discriminate based on age, race/color, religion, gender, disability, national origin or any other characteristic.",3.3,"Waterford.org
3.3","Salt Lake City, UT",-1,201 to 500 Employees,1976,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1
Business Intelligence Analyst,$89K - $141K (Glassdoor est.),"Recognized as a #1 Top Workplace by the Pittsburgh Post-Gazette, Mid-Atlantic Surgical Systems is a regional agency for Arthrex (www.arthrex.com), a leading global medical device company specializing in orthopedics.
We are currently seeking Business Intelligence Analyst to lead all reporting and analysis functions. This vital role works directly with company leadership and requires a high degree of accuracy, personal integrity, and professionalism. As a Data Analyst, your daily work will make a meaningful impact on company success. Our business recently adopted Tableau and will be moving all reporting and analytics to this platform. In addition to Tableau, advanced Excel skills, including pivot tables, conditional formatting, and formulas, will be critical to success along with a willingness to embrace new technology to continuously improve the overall business.
The biggest attribute of our company is the positive, competitive and caring culture. This is the perfect opportunity for someone who wants to advance their career with fast-growing company that is forecasted to double in size over the next five years. Learn more about Mid-Atlantic Surgical Systems at www.masurgical.com.
Responsibilities
Work with management team to analyze sales rep performance, territory alignment, territory expense management and quota allocation
Build, maintain, and trouble-shoot sales compensation reporting systems
Support yearly compensation plan updates in quotas, rates, new hires, terminations, and new plan implementation
Prepare monthly financial expense reports, along with recommendations for continuous improvement
Analyze systems and data to reduce inventory consignment fees, freight cost, and expired inventory
Proactively and continuously identify key data analysis projects
Use strong organizational skills to assure projects and assignments are completed in a timely fashion
Lead transition of Excel reporting to Salesforce.com and Tableau
Experience
Bachelor’s Degree
High level of proficiency with Microsoft Excel, including Pivot Tables
Salesforce or CRM experience preferred
Tableau experience preferred
Strong attention to detail
Ability to handle confidential information professionally
Ability to thrive in a demanding, change-oriented, fast paced environment requiring a high degree of deadline-driven productivity
Excellent organizational, communication, interpersonal and teamwork skills
Ability to work independently and manage multiple projects while meeting deadlines
Office is located within the Foster Plaza complex in Greentree. We are currently constructing a new office in Carnegie and will be relocating there Q1 2021. Competitive compensation with excellent benefits and 401K options.",4.0,"Mid-Atlantic Surgical Systems
4.0","Pittsburgh, PA",-1,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
Data Engineer I,$89K - $141K (Glassdoor est.),"General Summary:

The Data Engineer is responsible for analyzing data and BI requirements for business functions, identify solutions and work with the development team on implementation. The candidate will profile and analyze data from various sources and work with business users, data architects, DBAs, ETL and BI developers to formulate enterprise solutions. In addition, this person will also help support the data infrastructure components like the EDW, R and SAS servers. The candidate must be skilled in EDW, SQL and database concepts, and knowledge of financial and loan management systems is desirable. The candidate must also have excellent data, analysis and communication skills, and be equally effective interacting with business and IT professionals.

Principal Duties and Responsibilities:
Data analysis and profiling.
Creation of technical specifications.
Understand, create and implement process design and target data models.
Develop, test, debug and document data structures, data schemas, data ingestion processes, and functions.
Develop and test BI programs.
Support EDW infrastructure components, data streams, and processes.
Identify and provide short and long term solutions to resolve departmental pain points.
Address any performance or data quality issues.
Experience:
Bachelor’s Degree in Computer Science, MIS or related field.
3+ years of using SQL to profile and analyze data.
2+ years programming experience using one of the major programming languages like Java/Python/Perl/C++ etc.
SQL skills in both DML and DDL. Understand concept of table, view, index and other RDBMS facilities.
Exposure to ETL tools like SSIS/Informatica/Datastage.
Must have skills to work with Unix-like systems. Shell scripting is a must.
Must be knowledgeable of data warehouse concepts including the use of dimensional modeling and schema designs.
Some experience with performance tuning of database queries.
Experience working with BI developers and understand reporting requirements.
Thorough understanding of systems analysis and design, SDLC.
Ability to analyze complex applications and systems with minimal supervision, strong problem-solving skills.
Excellent communication skills.
Skills and Abilities:
Self-motivated individual who is passion about data and technology. Able to drive integrated solution by build automation and programs.
Ability to effectively communicate with business users to understand business processes.
Proficient in analyzing business objectives and requirements.
Skills in design and development of efficient data integration solutions.
Solid understanding of relational database, analytics and dimensional modeling concepts;
Experience with or understanding of ETL tools such as Informatica or SSIS.
Experience with Azure DevOps& automation is a plus.
Highly proficient in SQL.
Ability to collaborate across company teams to ensure support of high-quality solutions.
Accurately prepares written business correspondence that is coherent, grammatically correct, effective, professional and engaging.
Competent verbal and written communication and presentation skills.
Advanced experience with Visio and related design/flow tools. Fluent with Microsoft Excel, Word, and Outlook. Medium skill level with MS Project.
Comfortable in a fast-paced and cutting-edge development environment.
Core Traits:
Thinking and Administrative Skills - Solid analytical and problem-solving skills. Ability to analyze current situations with new requirements and synthesize into creative solutions.
Achieve Successful Results– Takes the initiative to get things done, especially in team settings with dependencies on other people.
Demonstrates Adaptability– Works effectively in the faces of stress, ambiguity, difficult situations and shifting priorities.
Innovates– Challenges the status quo thinking to generate new ideas; takes open minded approach to situations.
Communicates and Influences - Refined written and verbal communication skills. Ability to foster open communications, listen effectively, and build strong partnership networks that result in consistent forward momentum.",3.8,"Elevate Credit
3.8","Addison, TX",-1,501 to 1000 Employees,2014,Company - Public,Lending,Finance,$100 to $500 million (USD),-1
Data Analyst - eCommerce,$89K - $141K (Glassdoor est.),"The e-commerce analyst will work with the Director of eCommerce to determine the business KPI’s and create and maintain standardized reporting for the team, as relates to the company's online retail presence. They are responsible for analyzing and reporting trends in customer purchases and changes in the online retail market to the Director, so they are well-informed when making business decisions. The analyst will also track the company's web analytics, search engine ranking, advertising campaign results, and other brand metrics and to propose actions that enhance Hopkins’ progress towards its short and long-term goals.
Essential Functions:
Gather data that includes sales, rankings, customer reviews, and the standing of a company's online competition.
Track, report and analyze online metrics including, but not limited to: homepages, landing pages, on-site demographics, platform performance, customer purchase analysis (retention & increase purchase frequency), and bounce rate by page.
Conduct shopping funnel analysis and reporting to inform new technical projects that will result in conversion improvements.
Capture daily, weekly, monthly, and yearly eCommerce KPI’s and analyze trends over time.
Perform deep-dive analysis into our key KPI’s to understand the “why” of our customer’s behavior.
Submit recommendations to improve the revenue opportunities for the business, based upon data collected.
Track and analyze targeted competitor products to assess changes in competitive standing. Offer recommendations for appropriate actions/corrective actions that should be taken.
Stay current on eCommerce industry trends and how they can apply to our business while providing input on opportunities and risks.
Support and implement various development projects
Effectively undertake the requirement elicitation, document and analysis, solution design, testing definition, and execution.
Interact with the product teams and work closely with them to understand their business needs and opportunities.
Undertake conversion of data to the new system and work with the application support personnel for the implementation of system software.

Education & Experience:
Bachelor’s degree in business management, systems management, or marketing.
Should possess experience using software used to track online sales and create multi-variable graphs to predict changes.
Experience analyzing conversion rate optimization activities (such as A/B testing) and reporting on findings.
Should have a strong understanding of the rules of web design and branding so as to understand the necessary steps to make a consistent brand image and user-friendly site that maximizes potential sales, improving site conversion.
3-5 years of related eCommerce analytical experience.",3.4,"Hopkins Manufacturing Corporation
3.4","Arlington Heights, IL",-1,501 to 1000 Employees,-1,Company - Private,-1,-1,$100 to $500 million (USD),-1
